pibs_payload/source_id,pibs_payload/generation_time,pibs_payload/current_position/0,pibs_payload/current_position/1,,,pibs_payload/current_position/2,pibs_payload/msg_num
b827ebefdb50,1539884237,41.70013167,-86.23941833,circle1,red,220.3,51
b827ebefdb50,1539884237,41.70013167,-86.23941833,circle1,red,220.3,52
b827ebefdb50,1539884237,41.70013167,-86.23941667,circle1,red,220.3,53
b827ebefdb50,1539884238,41.70013167,-86.23941667,circle1,red,220.3,54
b827ebefdb50,1539884238,41.70013167,-86.23941667,circle1,red,220.3,55
b827ebefdb50,1539884239,41.70013167,-86.23941667,circle1,red,220.3,57
b827ebefdb50,1539884239,41.70013167,-86.23941667,circle1,red,220.3,58
b827ebefdb50,1539884239,41.70013167,-86.23941667,circle1,red,220.3,59
b827ebefdb50,1539884240,41.70013333,-86.23941667,circle1,red,220.3,60
b827ebefdb50,1539884240,41.70013333,-86.23941667,circle1,red,220.3,61
b827ebefdb50,1539884240,41.70013333,-86.23941667,circle1,red,220.3,62
b827ebefdb50,1539884241,41.70013333,-86.23941667,circle1,red,220.3,64
b827ebefdb50,1539884241,41.70013333,-86.23941667,circle1,red,220.3,65
b827ebefdb50,1539884241,41.70013333,-86.23941667,circle1,red,220.3,66
b827ebefdb50,1539884242,41.700135,-86.23941667,circle1,red,220.3,67
b827ebefdb50,1539884242,41.700135,-86.23941667,circle1,red,220.3,68
b827ebefdb50,1539884242,41.700135,-86.23941667,circle1,red,220.3,69
b827ebefdb50,1539884243,41.70013667,-86.23941833,circle1,red,220.3,70
b827ebefdb50,1539884243,41.70013667,-86.23941833,circle1,red,220.3,71
b827ebefdb50,1539884243,41.70013667,-86.23941833,circle1,red,220.3,72
b827ebefdb50,1539884244,41.70013667,-86.23942,circle1,red,220.3,73
b827ebefdb50,1539884244,41.70013667,-86.23942,circle1,red,220.3,74
b827ebefdb50,1539884244,41.70013667,-86.23942,circle1,red,220.3,75
b827ebefdb50,1539884244,41.70013667,-86.23942,circle1,red,220.3,76
b827ebefdb50,1539884245,41.70013833,-86.23942167,circle1,red,220.3,78
b827ebefdb50,1539884245,41.70013833,-86.23942167,circle1,red,220.3,79
b827ebefdb50,1539884246,41.70014,-86.23942333,circle1,red,220.3,80
b827ebefdb50,1539884246,41.70014,-86.23942333,circle1,red,220.3,81
b827ebefdb50,1539884246,41.70014,-86.23942333,circle1,red,220.3,82
b827ebefdb50,1539884247,41.70013833,-86.23941667,circle1,red,221.7,84
b827ebefdb50,1539884247,41.70013833,-86.23941667,circle1,red,221.7,85
b827ebefdb50,1539884247,41.70013833,-86.23941667,circle1,red,221.7,86
b827ebefdb50,1539884248,41.70014,-86.23941333,circle1,red,222.4,87
b827ebefdb50,1539884248,41.70014,-86.23941333,circle1,red,222.4,88
b827ebefdb50,1539884248,41.70014,-86.23941333,circle1,red,222.4,89
b827ebefdb50,1539884249,41.70013667,-86.23940667,circle1,red,223.2,90
b827ebefdb50,1539884249,41.70013667,-86.23940667,circle1,red,223.2,91
b827ebefdb50,1539884249,41.70013667,-86.23940667,circle1,red,223.2,92
b827ebefdb50,1539884250,41.700135,-86.23940167,circle1,red,224,93
b827ebefdb50,1539884250,41.700135,-86.23940167,circle1,red,224,94
b827ebefdb50,1539884250,41.700135,-86.23940167,circle1,red,224,95
b827ebefdb50,1539884250,41.700135,-86.23940167,circle1,red,224,96
b827ebefdb50,1539884251,41.70013667,-86.23940167,circle1,red,224,97
b827ebefdb50,1539884251,41.70013667,-86.23940167,circle1,red,224,98
b827ebefdb50,1539884251,41.70013667,-86.23940167,circle1,red,224,99
b827ebefdb50,1539884252,41.70013667,-86.23940167,circle1,red,224,100
b827ebefdb50,1539884252,41.70013667,-86.23940167,circle1,red,224,101
b827ebefdb50,1539884252,41.70013667,-86.23940167,circle1,red,224,102
b827ebefdb50,1539884253,41.70013667,-86.23940167,circle1,red,224,103
b827ebefdb50,1539884253,41.70013667,-86.23940167,circle1,red,224,104
b827ebefdb50,1539884253,41.70013667,-86.23940167,circle1,red,224,105
b827ebefdb50,1539884253,41.70013667,-86.23940167,circle1,red,224,106
b827ebefdb50,1539884254,41.70013667,-86.23940167,circle1,red,224,107
b827ebefdb50,1539884254,41.70013667,-86.23940167,circle1,red,224,108
b827ebefdb50,1539884254,41.70013667,-86.23940167,circle1,red,224,109
b827ebefdb50,1539884255,41.70013667,-86.23940167,circle1,red,224,110
b827ebefdb50,1539884255,41.70013667,-86.23940167,circle1,red,224,111
b827ebefdb50,1539884255,41.70013667,-86.23940167,circle1,red,224,112
b827ebefdb50,1539884256,41.70013667,-86.23940167,circle1,red,224.1,113
b827ebefdb50,1539884256,41.70013667,-86.23940167,circle1,red,224.1,114
b827ebefdb50,1539884256,41.70013667,-86.23940167,circle1,red,224.1,115
b827ebefdb50,1539884256,41.70013667,-86.23940167,circle1,red,224.1,116
b827ebefdb50,1539884257,41.70013667,-86.23940167,circle1,red,224.1,117
b827ebefdb50,1539884257,41.70013667,-86.23940167,circle1,red,224.1,118
b827ebefdb50,1539884257,41.70013667,-86.23940167,circle1,red,224.1,119
b827ebefdb50,1539884258,41.70013667,-86.23940167,circle1,red,224.1,120
b827ebefdb50,1539884258,41.70013667,-86.23940167,circle1,red,224.1,121
b827ebefdb50,1539884258,41.70013667,-86.23940167,circle1,red,224.1,122
b827ebefdb50,1539884259,41.70013667,-86.23940167,circle1,red,224.1,123
b827ebefdb50,1539884259,41.70013667,-86.23940167,circle1,red,224.1,124
b827ebefdb50,1539884259,41.70013667,-86.23940167,circle1,red,224.1,125
b827ebefdb50,1539884259,41.70013667,-86.23940167,circle1,red,224.1,126
b827ebefdb50,1539884260,41.70013667,-86.23940167,circle1,red,224.1,127
b827ebefdb50,1539884260,41.70013667,-86.23940167,circle1,red,224.1,128
b827ebefdb50,1539884260,41.70013667,-86.23940167,circle1,red,224.1,129
b827ebefdb50,1539884261,41.70013667,-86.23940167,circle1,red,224.1,130
b827ebefdb50,1539884261,41.70013667,-86.23940167,circle1,red,224.1,131
b827ebefdb50,1539884261,41.70013667,-86.23940167,circle1,red,224.1,132
b827ebefdb50,1539884262,41.70013667,-86.23940167,circle1,red,224.1,133
b827ebefdb50,1539884262,41.70013667,-86.23940167,circle1,red,224.1,134
b827ebefdb50,1539884262,41.70013667,-86.23940167,circle1,red,224.1,135
b827ebefdb50,1539884262,41.70013667,-86.23940167,circle1,red,224.1,136
b827ebefdb50,1539884263,41.70013667,-86.23940167,circle1,red,224.1,137
b827ebefdb50,1539884263,41.70013667,-86.23940167,circle1,red,224.1,138
b827ebefdb50,1539884263,41.70013667,-86.23940167,circle1,red,224.1,139
b827ebefdb50,1539884264,41.70013667,-86.23940167,circle1,red,224.1,140
b827ebefdb50,1539884264,41.70013667,-86.23940167,circle1,red,224.1,141
b827ebefdb50,1539884264,41.70013667,-86.23940167,circle1,red,224.1,142
b827ebefdb50,1539884265,41.70013667,-86.23940167,circle1,red,224.1,143
b827ebefdb50,1539884265,41.70013667,-86.23940167,circle1,red,224.1,144
b827ebefdb50,1539884265,41.70013667,-86.23940167,circle1,red,224.1,145
b827ebefdb50,1539884265,41.70013667,-86.23940167,circle1,red,224.1,146
b827ebefdb50,1539884266,41.70013667,-86.23940167,circle1,red,224.1,147
b827ebefdb50,1539884266,41.70013667,-86.23940167,circle1,red,224.1,148
b827ebefdb50,1539884266,41.70013667,-86.23940167,circle1,red,224.1,149
b827ebefdb50,1539884267,41.70013667,-86.23940167,circle1,red,224.2,150
b827ebefdb50,1539884267,41.70013667,-86.23940167,circle1,red,224.2,151
b827ebefdb50,1539884267,41.70013667,-86.23940167,circle1,red,224.2,152
b827ebefdb50,1539884268,41.70013667,-86.23940167,circle1,red,224.2,153
b827ebefdb50,1539884268,41.70013667,-86.23940167,circle1,red,224.2,154
b827ebefdb50,1539884268,41.70013667,-86.23940167,circle1,red,224.2,155
b827ebefdb50,1539884268,41.70013667,-86.23940167,circle1,red,224.2,156
b827ebefdb50,1539884269,41.70013667,-86.23940167,circle1,red,224.2,157
b827ebefdb50,1539884269,41.70013667,-86.23940167,circle1,red,224.2,158
b827ebefdb50,1539884269,41.70013667,-86.23940167,circle1,red,224.2,159
b827ebefdb50,1539884270,41.70013667,-86.23940167,circle1,red,224.2,160
b827ebefdb50,1539884270,41.70013667,-86.23940167,circle1,red,224.2,161
b827ebefdb50,1539884270,41.70013667,-86.23940167,circle1,red,224.2,162
b827ebefdb50,1539884271,41.70013667,-86.23940167,circle1,red,224.2,163
b827ebefdb50,1539884271,41.70013667,-86.23940167,circle1,red,224.2,164
b827ebefdb50,1539884271,41.70013667,-86.23940167,circle1,red,224.2,165
b827ebefdb50,1539884271,41.70013667,-86.23940167,circle1,red,224.2,166
b827ebefdb50,1539884272,41.70013667,-86.23940167,circle1,red,224.2,167
b827ebefdb50,1539884272,41.70013667,-86.23940167,circle1,red,224.2,168
b827ebefdb50,1539884272,41.70013667,-86.23940167,circle1,red,224.2,169
b827ebefdb50,1539884273,41.70013667,-86.23940167,circle1,red,224.2,170
b827ebefdb50,1539884273,41.70013667,-86.23940167,circle1,red,224.2,171
b827ebefdb50,1539884273,41.70013667,-86.23940167,circle1,red,224.2,172
b827ebefdb50,1539884274,41.70013667,-86.23940167,circle1,red,224.2,173
b827ebefdb50,1539884274,41.70013667,-86.23940167,circle1,red,224.2,174
b827ebefdb50,1539884274,41.70013667,-86.23940167,circle1,red,224.2,175
b827ebefdb50,1539884274,41.70013667,-86.23940167,circle1,red,224.2,176
b827ebefdb50,1539884275,41.70013667,-86.23940167,circle1,red,224.2,177
b827ebefdb50,1539884275,41.70013667,-86.23940167,circle1,red,224.2,178
b827ebefdb50,1539884275,41.70013667,-86.23940167,circle1,red,224.2,179
b827ebefdb50,1539884276,41.70013667,-86.23940167,circle1,red,224.2,180
b827ebefdb50,1539884276,41.70013667,-86.23940167,circle1,red,224.2,181
b827ebefdb50,1539884276,41.70013667,-86.23940167,circle1,red,224.2,182
b827ebefdb50,1539884277,41.70013833,-86.23940167,circle1,red,224.2,183
b827ebefdb50,1539884277,41.70013833,-86.23940167,circle1,red,224.2,184
b827ebefdb50,1539884277,41.70013833,-86.23940167,circle1,red,224.2,185
b827ebefdb50,1539884277,41.70013833,-86.23940167,circle1,red,224.2,186
b827ebefdb50,1539884278,41.70013833,-86.23940167,circle1,red,224.2,187
b827ebefdb50,1539884278,41.70013833,-86.23940167,circle1,red,224.2,188
b827ebefdb50,1539884278,41.70013833,-86.23940167,circle1,red,224.2,189
b827ebefdb50,1539884279,41.70013833,-86.23940167,circle1,red,224.2,190
b827ebefdb50,1539884279,41.70013833,-86.23940167,circle1,red,224.2,191
b827ebefdb50,1539884279,41.70013833,-86.23940167,circle1,red,224.2,192
b827ebefdb50,1539884280,41.70013833,-86.23940167,circle1,red,224.2,193
b827ebefdb50,1539884280,41.70013833,-86.23940167,circle1,red,224.2,194
b827ebefdb50,1539884280,41.70013833,-86.23940167,circle1,red,224.2,195
b827ebefdb50,1539884280,41.70013833,-86.23940167,circle1,red,224.2,196
b827ebefdb50,1539884281,41.70013833,-86.23940167,circle1,red,224.2,197
b827ebefdb50,1539884281,41.70013833,-86.23940167,circle1,red,224.2,198
b827ebefdb50,1539884281,41.70013833,-86.23940167,circle1,red,224.2,199
b827ebefdb50,1539884282,41.70013833,-86.23940167,circle1,red,224.2,200
b827ebefdb50,1539884282,41.70013833,-86.23940167,circle1,red,224.2,201
b827ebefdb50,1539884282,41.70013833,-86.23940167,circle1,red,224.2,202
b827ebefdb50,1539884283,41.70013833,-86.23940167,circle1,red,224.2,203
b827ebefdb50,1539884283,41.70013833,-86.23940167,circle1,red,224.2,204
b827ebefdb50,1539884283,41.70013833,-86.23940167,circle1,red,224.2,205
b827ebefdb50,1539884284,41.70013833,-86.23940167,circle1,red,224.2,206
b827ebefdb50,1539884284,41.70013833,-86.23940167,circle1,red,224.2,207
b827ebefdb50,1539884284,41.70013833,-86.23940167,circle1,red,224.2,208
b827ebefdb50,1539884284,41.70013833,-86.23940167,circle1,red,224.2,209
b827ebefdb50,1539884285,41.70013833,-86.23940167,circle1,red,224.2,210
b827ebefdb50,1539884285,41.70013833,-86.23940167,circle1,red,224.2,211
b827ebefdb50,1539884285,41.70013833,-86.23940167,circle1,red,224.2,212
b827ebefdb50,1539884286,41.70013833,-86.23940167,circle1,red,224.2,213
b827ebefdb50,1539884286,41.70013833,-86.23940167,circle1,red,224.2,214
b827ebefdb50,1539884286,41.70013833,-86.23940167,circle1,red,224.2,215
b827ebefdb50,1539884287,41.70013833,-86.23940167,circle1,red,224.2,216
b827ebefdb50,1539884287,41.70013833,-86.23940167,circle1,red,224.2,217
b827ebefdb50,1539884287,41.70013833,-86.23940167,circle1,red,224.2,218
b827ebefdb50,1539884287,41.70013833,-86.23940167,circle1,red,224.2,219
b827ebefdb50,1539884288,41.70013833,-86.23940167,circle1,red,224.2,220
b827ebefdb50,1539884288,41.70013833,-86.23940167,circle1,red,224.2,221
b827ebefdb50,1539884288,41.70013833,-86.23940167,circle1,red,224.2,222
b827ebefdb50,1539884289,41.70013833,-86.23940167,circle1,red,224.2,223
b827ebefdb50,1539884289,41.70013833,-86.23940167,circle1,red,224.2,224
b827ebefdb50,1539884289,41.70013833,-86.23940167,circle1,red,224.2,225
b827ebefdb50,1539884290,41.70013833,-86.23940167,circle1,red,224.2,226
b827ebefdb50,1539884290,41.70013833,-86.23940167,circle1,red,224.2,227
b827ebefdb50,1539884290,41.70013833,-86.23940167,circle1,red,224.2,228
b827ebefdb50,1539884290,41.70013833,-86.23940167,circle1,red,224.2,229
b827ebefdb50,1539884291,41.70013833,-86.23940167,circle1,red,224.2,230
b827ebefdb50,1539884291,41.70013833,-86.23940167,circle1,red,224.2,231
b827ebefdb50,1539884291,41.70013833,-86.23940167,circle1,red,224.2,232
b827ebefdb50,1539884292,41.70013833,-86.23940167,circle1,red,224.2,233
b827ebefdb50,1539884292,41.70013833,-86.23940167,circle1,red,224.2,234
b827ebefdb50,1539884292,41.70013833,-86.23940167,circle1,red,224.2,235
b827ebefdb50,1539884293,41.70013833,-86.23940167,circle1,red,224.2,236
b827ebefdb50,1539884293,41.70013833,-86.23940333,circle1,red,224.2,237
b827ebefdb50,1539884293,41.70013833,-86.23940333,circle1,red,224.2,238
b827ebefdb50,1539884293,41.70013833,-86.23940333,circle1,red,224.2,239
b827ebefdb50,1539884294,41.70013833,-86.23940333,circle1,red,224.2,240
b827ebefdb50,1539884294,41.70013833,-86.23940333,circle1,red,224.2,241
b827ebefdb50,1539884294,41.70013833,-86.23940333,circle1,red,224.2,242
b827ebefdb50,1539884295,41.70013833,-86.23940333,circle1,red,224.2,243
b827ebefdb50,1539884295,41.70013833,-86.23940333,circle1,red,224.2,244
b827ebefdb50,1539884295,41.70013833,-86.23940333,circle1,red,224.2,245
b827ebefdb50,1539884296,41.70013833,-86.23940333,circle1,red,224.2,246
b827ebefdb50,1539884296,41.70013833,-86.23940333,circle1,red,224.2,247
b827ebefdb50,1539884296,41.70013833,-86.23940333,circle1,red,224.2,248
b827ebefdb50,1539884296,41.70013833,-86.23940333,circle1,red,224.2,249
b827ebefdb50,1539884297,41.70013833,-86.23940333,circle1,red,224.2,250
b827ebefdb50,1539884297,41.70013833,-86.23940333,circle1,red,224.2,251
b827ebefdb50,1539884297,41.70013833,-86.23940333,circle1,red,224.2,252
b827ebefdb50,1539884298,41.70013833,-86.23940333,circle1,red,224.2,254
b827ebefdb50,1539884298,41.70013833,-86.23940333,circle1,red,224.2,255
b827ebefdb50,1539884299,41.70013833,-86.23940333,circle1,red,224.2,256
b827ebefdb50,1539884299,41.70013833,-86.23940333,circle1,red,224.2,257
b827ebefdb50,1539884299,41.70013833,-86.23940333,circle1,red,224.2,258
b827ebefdb50,1539884299,41.70013833,-86.23940333,circle1,red,224.2,259
b827ebefdb50,1539884300,41.70013833,-86.23940333,circle1,red,224.2,260
b827ebefdb50,1539884300,41.70013833,-86.23940333,circle1,red,224.2,261
b827ebefdb50,1539884300,41.70013833,-86.23940333,circle1,red,224.2,262
b827ebefdb50,1539884301,41.70013833,-86.23940333,circle1,red,224.2,263
b827ebefdb50,1539884301,41.70013833,-86.23940333,circle1,red,224.2,264
b827ebefdb50,1539884301,41.70013833,-86.23940333,circle1,red,224.2,265
b827ebefdb50,1539884302,41.70013833,-86.23940333,circle1,red,224.2,266
b827ebefdb50,1539884302,41.70013833,-86.23940333,circle1,red,224.2,267
b827ebefdb50,1539884302,41.70013833,-86.23940333,circle1,red,224.2,268
b827ebefdb50,1539884302,41.70013833,-86.23940333,circle1,red,224.2,269
b827ebefdb50,1539884303,41.70013833,-86.23940333,circle1,red,224.2,270
b827ebefdb50,1539884303,41.70013833,-86.23940333,circle1,red,224.2,271
b827ebefdb50,1539884303,41.70013833,-86.23940333,circle1,red,224.2,272
b827ebefdb50,1539884304,41.70013833,-86.23940333,circle1,red,224.2,273
b827ebefdb50,1539884304,41.70013833,-86.23940333,circle1,red,224.2,274
b827ebefdb50,1539884304,41.70013833,-86.23940333,circle1,red,224.2,275
b827ebefdb50,1539884305,41.70013833,-86.23940333,circle1,red,224.2,276
b827ebefdb50,1539884305,41.70013833,-86.23940333,circle1,red,224.2,277
b827ebefdb50,1539884305,41.70013833,-86.23940333,circle1,red,224.2,278
b827ebefdb50,1539884305,41.70013833,-86.23940333,circle1,red,224.2,279
b827ebefdb50,1539884306,41.70013833,-86.23940333,circle1,red,224.2,280
b827ebefdb50,1539884306,41.70013833,-86.23940333,circle1,red,224.2,281
b827ebefdb50,1539884306,41.70013833,-86.23940333,circle1,red,224.2,282
b827ebefdb50,1539884307,41.70013833,-86.23940333,circle1,red,224.2,283
b827ebefdb50,1539884307,41.70013833,-86.23940333,circle1,red,224.2,284
b827ebefdb50,1539884307,41.70013833,-86.23940333,circle1,red,224.2,285
b827ebefdb50,1539884308,41.70013833,-86.23940333,circle1,red,224.2,286
b827ebefdb50,1539884308,41.70013833,-86.23940333,circle1,red,224.2,287
b827ebefdb50,1539884308,41.70013833,-86.23940333,circle1,red,224.2,288
b827ebefdb50,1539884308,41.70013833,-86.23940333,circle1,red,224.2,289
b827ebefdb50,1539884309,41.70013833,-86.23940333,circle1,red,224.2,290
b827ebefdb50,1539884309,41.70013833,-86.23940333,circle1,red,224.2,291
b827ebefdb50,1539884309,41.70013833,-86.23940333,circle1,red,224.2,292
b827ebefdb50,1539884310,41.70013833,-86.23940333,circle1,red,224.2,293
b827ebefdb50,1539884310,41.70013833,-86.23940333,circle1,red,224.2,294
b827ebefdb50,1539884310,41.70013833,-86.23940333,circle1,red,224.2,295
b827ebefdb50,1539884311,41.70013833,-86.23940333,circle1,red,224.2,296
b827ebefdb50,1539884311,41.70013833,-86.23940333,circle1,red,224.2,297
b827ebefdb50,1539884311,41.70013833,-86.23940333,circle1,red,224.2,298
b827ebefdb50,1539884312,41.70013833,-86.23940333,circle1,red,224.2,300
b827ebefdb50,1539884312,41.70013833,-86.23940333,circle1,red,224.2,301
b827ebefdb50,1539884312,41.70013833,-86.23940333,circle1,red,224.2,302
b827ebefdb50,1539884313,41.70013833,-86.23940333,circle1,red,224.2,303
b827ebefdb50,1539884313,41.70013833,-86.23940333,circle1,red,224.2,304
b827ebefdb50,1539884313,41.70013833,-86.23940333,circle1,red,224.2,305
b827ebefdb50,1539884314,41.70013833,-86.23940333,circle1,red,224.2,306
b827ebefdb50,1539884314,41.70013833,-86.23940333,circle1,red,224.2,307
b827ebefdb50,1539884314,41.70013833,-86.23940333,circle1,red,224.2,308
b827ebefdb50,1539884314,41.70013833,-86.23940333,circle1,red,224.2,309
b827ebefdb50,1539884315,41.70013833,-86.23940333,circle1,red,224.2,310
b827ebefdb50,1539884315,41.70013833,-86.23940333,circle1,red,224.2,311
b827ebefdb50,1539884315,41.70013833,-86.23940333,circle1,red,224.2,312
b827ebefdb50,1539884316,41.70013833,-86.23940333,circle1,red,224.2,313
b827ebefdb50,1539884316,41.70013833,-86.23940333,circle1,red,224.2,314
b827ebefdb50,1539884316,41.70013833,-86.23940333,circle1,red,224.2,315
b827ebefdb50,1539884317,41.70013833,-86.23940333,circle1,red,224.2,316
b827ebefdb50,1539884317,41.70013833,-86.23940333,circle1,red,224.2,317
b827ebefdb50,1539884317,41.70013833,-86.23940333,circle1,red,224.2,318
b827ebefdb50,1539884317,41.70013833,-86.23940333,circle1,red,224.2,319
b827ebefdb50,1539884318,41.70013833,-86.23940333,circle1,red,224.2,320
b827ebefdb50,1539884318,41.70013833,-86.23940333,circle1,red,224.2,321
b827ebefdb50,1539884318,41.70013833,-86.23940333,circle1,red,224.2,322
b827ebefdb50,1539884319,41.70013833,-86.23940333,circle1,red,224.2,323
b827ebefdb50,1539884319,41.70013833,-86.23940333,circle1,red,224.2,325
b827ebefdb50,1539884320,41.70013833,-86.23940333,circle1,red,224.2,326
b827ebefdb50,1539884320,41.70013833,-86.23940333,circle1,red,224.2,327
b827ebefdb50,1539884320,41.70013833,-86.23940333,circle1,red,224.2,328
b827ebefdb50,1539884320,41.70013833,-86.23940333,circle1,red,224.2,329
b827ebefdb50,1539884321,41.70014,-86.23940333,circle1,red,224.2,330
b827ebefdb50,1539884321,41.70014,-86.23940333,circle1,red,224.2,332
b827ebefdb50,1539884322,41.70014,-86.23940333,circle1,red,224.2,333
b827ebefdb50,1539884322,41.70014,-86.23940333,circle1,red,224.2,334
b827ebefdb50,1539884323,41.70014,-86.23940333,circle1,red,224.2,336
b827ebefdb50,1539884323,41.70014,-86.23940333,circle1,red,224.2,338
b827ebefdb50,1539884324,41.70014,-86.23940333,circle1,red,224.2,340
b827ebefdb50,1539884324,41.70014,-86.23940333,circle1,red,224.2,342
b827ebefdb50,1539884325,41.70014,-86.23940333,circle1,red,224.2,343
b827ebefdb50,1539884326,41.70014,-86.23940333,circle1,red,224.2,346
b827ebefdb50,1539884326,41.70014,-86.23940333,circle1,red,224.2,347
b827ebefdb50,1539884326,41.70014,-86.23940333,circle1,red,224.2,348
b827ebefdb50,1539884327,41.70014,-86.23940333,circle1,red,224.2,351
b827ebefdb50,1539884327,41.70014,-86.23940333,circle1,red,224.2,352
b827ebefdb50,1539884328,41.70014,-86.23940333,circle1,red,224.2,353
b827ebefdb50,1539884328,41.70014,-86.23940333,circle1,red,224.2,354
b827ebefdb50,1539884328,41.70014,-86.23940333,circle1,red,224.2,355
b827ebefdb50,1539884329,41.70014,-86.23940333,circle1,red,224.2,356
b827ebefdb50,1539884329,41.70014,-86.23940333,circle1,red,224.2,357
b827ebefdb50,1539884331,41.70014,-86.23940333,circle1,red,224.2,364
b827ebefdb50,1539884331,41.70014,-86.23940333,circle1,red,224.2,365
b827ebefdb50,1539884332,41.70014,-86.23940333,circle1,red,224.2,366
b827ebefdb50,1539884332,41.70014,-86.23940333,circle1,red,224.2,367
b827ebefdb50,1539884332,41.70014,-86.23940333,circle1,red,224.2,368
b827ebefdb50,1539884333,41.70014,-86.23940333,circle1,red,224.2,369
b827ebefdb50,1539884333,41.70014,-86.23940333,circle1,red,224.2,371
b827ebefdb50,1539884333,41.70014,-86.23940333,circle1,red,224.2,372
b827ebefdb50,1539884334,41.70014,-86.23940333,circle1,red,224.2,373
b827ebefdb50,1539884336,41.70014,-86.23940333,circle1,red,224.2,379
b827ebefdb50,1539884336,41.70014,-86.23940333,circle1,red,224.2,381
b827ebefdb50,1539884337,41.70014,-86.23940333,circle1,red,224.2,383
b827ebefdb50,1539884337,41.70014,-86.23940333,circle1,red,224.2,384
b827ebefdb50,1539884338,41.70014,-86.23940333,circle1,red,224.2,386
b827ebefdb50,1539884338,41.70014,-86.23940333,circle1,red,224.2,387
b827ebefdb50,1539884338,41.70014,-86.23940333,circle1,red,224.2,388
b827ebefdb50,1539884340,41.70014,-86.23940333,circle1,red,224.2,394
b827ebefdb50,1539884341,41.70014,-86.23940333,circle1,red,224.2,396
