pibs_payload/source_id,pibs_payload/generation_time,pibs_payload/current_position/0,pibs_payload/current_position/1,pibs_payload/current_position/2,pibs_payload/msg_num
b827ebefdb50,1539884236.59,41.700131667,-86.239418333,220.3,50
b827ebefdb50,1539884236.89,41.700131667,-86.239418333,220.3,51
b827ebefdb50,1539884237.19,41.700131667,-86.239418333,220.3,52
b827ebefdb50,1539884237.49,41.700131667,-86.239416667,220.3,53
b827ebefdb50,1539884237.8,41.700131667,-86.239416667,220.3,54
b827ebefdb50,1539884238.1,41.700131667,-86.239416667,220.3,55
b827ebefdb50,1539884238.4,41.700131667,-86.239416667,220.3,56
b827ebefdb50,1539884238.7,41.700131667,-86.239416667,220.3,57
b827ebefdb50,1539884239.0,41.700131667,-86.239416667,220.3,58
b827ebefdb50,1539884239.3,41.700131667,-86.239416667,220.3,59
b827ebefdb50,1539884239.6,41.700133333,-86.239416667,220.3,60
b827ebefdb50,1539884239.9,41.700133333,-86.239416667,220.3,61
b827ebefdb50,1539884240.2,41.700133333,-86.239416667,220.3,62
b827ebefdb50,1539884240.5,41.700133333,-86.239416667,220.3,63
b827ebefdb50,1539884240.8,41.700133333,-86.239416667,220.3,64
b827ebefdb50,1539884241.1,41.700133333,-86.239416667,220.3,65
b827ebefdb50,1539884241.4,41.700133333,-86.239416667,220.3,66
b827ebefdb50,1539884241.7,41.700135,-86.239416667,220.3,67
b827ebefdb50,1539884242.01,41.700135,-86.239416667,220.3,68
b827ebefdb50,1539884242.31,41.700135,-86.239416667,220.3,69
b827ebefdb50,1539884242.61,41.700136667,-86.239418333,220.3,70
b827ebefdb50,1539884242.91,41.700136667,-86.239418333,220.3,71
b827ebefdb50,1539884243.21,41.700136667,-86.239418333,220.3,72
b827ebefdb50,1539884243.51,41.700136667,-86.23942,220.3,73
b827ebefdb50,1539884243.81,41.700136667,-86.23942,220.3,74
b827ebefdb50,1539884244.11,41.700136667,-86.23942,220.3,75
b827ebefdb50,1539884244.41,41.700136667,-86.23942,220.3,76
b827ebefdb50,1539884244.71,41.700138333,-86.239421667,220.3,77
b827ebefdb50,1539884245.01,41.700138333,-86.239421667,220.3,78
b827ebefdb50,1539884245.31,41.700138333,-86.239421667,220.3,79
b827ebefdb50,1539884245.61,41.70014,-86.239423333,220.3,80
b827ebefdb50,1539884245.92,41.70014,-86.239423333,220.3,81
b827ebefdb50,1539884246.21,41.70014,-86.239423333,220.3,82
b827ebefdb50,1539884246.52,41.700138333,-86.239416667,221.7,83
b827ebefdb50,1539884246.82,41.700138333,-86.239416667,221.7,84
b827ebefdb50,1539884247.12,41.700138333,-86.239416667,221.7,85
b827ebefdb50,1539884247.42,41.700138333,-86.239416667,221.7,86
b827ebefdb50,1539884247.72,41.70014,-86.239413333,222.4,87
b827ebefdb50,1539884248.02,41.70014,-86.239413333,222.4,88
b827ebefdb50,1539884248.32,41.70014,-86.239413333,222.4,89
b827ebefdb50,1539884248.62,41.700136667,-86.239406667,223.2,90
b827ebefdb50,1539884248.92,41.700136667,-86.239406667,223.2,91
b827ebefdb50,1539884249.22,41.700136667,-86.239406667,223.2,92
b827ebefdb50,1539884249.52,41.700135,-86.239401667,224,93
b827ebefdb50,1539884249.83,41.700135,-86.239401667,224,94
b827ebefdb50,1539884250.13,41.700135,-86.239401667,224,95
b827ebefdb50,1539884250.43,41.700135,-86.239401667,224,96
b827ebefdb50,1539884250.73,41.700136667,-86.239401667,224,97
b827ebefdb50,1539884251.03,41.700136667,-86.239401667,224,98
b827ebefdb50,1539884251.33,41.700136667,-86.239401667,224,99
b827ebefdb50,1539884251.63,41.700136667,-86.239401667,224,100
b827ebefdb50,1539884251.93,41.700136667,-86.239401667,224,101
b827ebefdb50,1539884252.23,41.700136667,-86.239401667,224,102
b827ebefdb50,1539884252.53,41.700136667,-86.239401667,224,103
b827ebefdb50,1539884252.83,41.700136667,-86.239401667,224,104
b827ebefdb50,1539884253.13,41.700136667,-86.239401667,224,105
b827ebefdb50,1539884253.43,41.700136667,-86.239401667,224,106
b827ebefdb50,1539884253.73,41.700136667,-86.239401667,224,107
b827ebefdb50,1539884254.04,41.700136667,-86.239401667,224,108
b827ebefdb50,1539884254.34,41.700136667,-86.239401667,224,109
b827ebefdb50,1539884254.64,41.700136667,-86.239401667,224,110
b827ebefdb50,1539884254.94,41.700136667,-86.239401667,224,111
b827ebefdb50,1539884255.24,41.700136667,-86.239401667,224,112
b827ebefdb50,1539884255.54,41.700136667,-86.239401667,224.1,113
b827ebefdb50,1539884255.84,41.700136667,-86.239401667,224.1,114
b827ebefdb50,1539884256.14,41.700136667,-86.239401667,224.1,115
b827ebefdb50,1539884256.44,41.700136667,-86.239401667,224.1,116
b827ebefdb50,1539884256.74,41.700136667,-86.239401667,224.1,117
b827ebefdb50,1539884257.04,41.700136667,-86.239401667,224.1,118
b827ebefdb50,1539884257.34,41.700136667,-86.239401667,224.1,119
b827ebefdb50,1539884257.64,41.700136667,-86.239401667,224.1,120
b827ebefdb50,1539884257.94,41.700136667,-86.239401667,224.1,121
b827ebefdb50,1539884258.24,41.700136667,-86.239401667,224.1,122
b827ebefdb50,1539884258.54,41.700136667,-86.239401667,224.1,123
b827ebefdb50,1539884258.84,41.700136667,-86.239401667,224.1,124
b827ebefdb50,1539884259.14,41.700136667,-86.239401667,224.1,125
b827ebefdb50,1539884259.44,41.700136667,-86.239401667,224.1,126
b827ebefdb50,1539884259.75,41.700136667,-86.239401667,224.1,127
b827ebefdb50,1539884260.05,41.700136667,-86.239401667,224.1,128
b827ebefdb50,1539884260.35,41.700136667,-86.239401667,224.1,129
b827ebefdb50,1539884260.65,41.700136667,-86.239401667,224.1,130
b827ebefdb50,1539884260.95,41.700136667,-86.239401667,224.1,131
b827ebefdb50,1539884261.25,41.700136667,-86.239401667,224.1,132
b827ebefdb50,1539884261.55,41.700136667,-86.239401667,224.1,133
b827ebefdb50,1539884261.85,41.700136667,-86.239401667,224.1,134
b827ebefdb50,1539884262.15,41.700136667,-86.239401667,224.1,135
b827ebefdb50,1539884262.45,41.700136667,-86.239401667,224.1,136
b827ebefdb50,1539884262.75,41.700136667,-86.239401667,224.1,137
b827ebefdb50,1539884263.05,41.700136667,-86.239401667,224.1,138
b827ebefdb50,1539884263.36,41.700136667,-86.239401667,224.1,139
b827ebefdb50,1539884263.66,41.700136667,-86.239401667,224.1,140
b827ebefdb50,1539884263.96,41.700136667,-86.239401667,224.1,141
b827ebefdb50,1539884264.26,41.700136667,-86.239401667,224.1,142
b827ebefdb50,1539884264.56,41.700136667,-86.239401667,224.1,143
b827ebefdb50,1539884264.86,41.700136667,-86.239401667,224.1,144
b827ebefdb50,1539884265.16,41.700136667,-86.239401667,224.1,145
b827ebefdb50,1539884265.46,41.700136667,-86.239401667,224.1,146
b827ebefdb50,1539884265.76,41.700136667,-86.239401667,224.1,147
b827ebefdb50,1539884266.06,41.700136667,-86.239401667,224.1,148
b827ebefdb50,1539884266.36,41.700136667,-86.239401667,224.1,149
b827ebefdb50,1539884266.66,41.700136667,-86.239401667,224.2,150
b827ebefdb50,1539884266.96,41.700136667,-86.239401667,224.2,151
b827ebefdb50,1539884267.26,41.700136667,-86.239401667,224.2,152
b827ebefdb50,1539884267.57,41.700136667,-86.239401667,224.2,153
b827ebefdb50,1539884267.87,41.700136667,-86.239401667,224.2,154
b827ebefdb50,1539884268.17,41.700136667,-86.239401667,224.2,155
b827ebefdb50,1539884268.47,41.700136667,-86.239401667,224.2,156
b827ebefdb50,1539884268.77,41.700136667,-86.239401667,224.2,157
b827ebefdb50,1539884269.07,41.700136667,-86.239401667,224.2,158
b827ebefdb50,1539884269.37,41.700136667,-86.239401667,224.2,159
b827ebefdb50,1539884269.67,41.700136667,-86.239401667,224.2,160
b827ebefdb50,1539884269.97,41.700136667,-86.239401667,224.2,161
b827ebefdb50,1539884270.27,41.700136667,-86.239401667,224.2,162
b827ebefdb50,1539884270.57,41.700136667,-86.239401667,224.2,163
b827ebefdb50,1539884270.87,41.700136667,-86.239401667,224.2,164
b827ebefdb50,1539884271.17,41.700136667,-86.239401667,224.2,165
b827ebefdb50,1539884271.47,41.700136667,-86.239401667,224.2,166
b827ebefdb50,1539884271.77,41.700136667,-86.239401667,224.2,167
b827ebefdb50,1539884272.07,41.700136667,-86.239401667,224.2,168
b827ebefdb50,1539884272.37,41.700136667,-86.239401667,224.2,169
b827ebefdb50,1539884272.68,41.700136667,-86.239401667,224.2,170
b827ebefdb50,1539884272.98,41.700136667,-86.239401667,224.2,171
b827ebefdb50,1539884273.28,41.700136667,-86.239401667,224.2,172
b827ebefdb50,1539884273.58,41.700136667,-86.239401667,224.2,173
b827ebefdb50,1539884273.88,41.700136667,-86.239401667,224.2,174
b827ebefdb50,1539884274.18,41.700136667,-86.239401667,224.2,175
b827ebefdb50,1539884274.48,41.700136667,-86.239401667,224.2,176
b827ebefdb50,1539884274.78,41.700136667,-86.239401667,224.2,177
b827ebefdb50,1539884275.08,41.700136667,-86.239401667,224.2,178
b827ebefdb50,1539884275.38,41.700136667,-86.239401667,224.2,179
b827ebefdb50,1539884275.68,41.700136667,-86.239401667,224.2,180
b827ebefdb50,1539884275.98,41.700136667,-86.239401667,224.2,181
b827ebefdb50,1539884276.28,41.700136667,-86.239401667,224.2,182
b827ebefdb50,1539884276.58,41.700138333,-86.239401667,224.2,183
b827ebefdb50,1539884276.89,41.700138333,-86.239401667,224.2,184
b827ebefdb50,1539884277.19,41.700138333,-86.239401667,224.2,185
b827ebefdb50,1539884277.49,41.700138333,-86.239401667,224.2,186
b827ebefdb50,1539884277.79,41.700138333,-86.239401667,224.2,187
b827ebefdb50,1539884278.09,41.700138333,-86.239401667,224.2,188
b827ebefdb50,1539884278.39,41.700138333,-86.239401667,224.2,189
b827ebefdb50,1539884278.69,41.700138333,-86.239401667,224.2,190
b827ebefdb50,1539884278.99,41.700138333,-86.239401667,224.2,191
b827ebefdb50,1539884279.29,41.700138333,-86.239401667,224.2,192
b827ebefdb50,1539884279.59,41.700138333,-86.239401667,224.2,193
b827ebefdb50,1539884279.89,41.700138333,-86.239401667,224.2,194
b827ebefdb50,1539884280.19,41.700138333,-86.239401667,224.2,195
b827ebefdb50,1539884280.49,41.700138333,-86.239401667,224.2,196
b827ebefdb50,1539884280.79,41.700138333,-86.239401667,224.2,197
b827ebefdb50,1539884281.09,41.700138333,-86.239401667,224.2,198
b827ebefdb50,1539884281.39,41.700138333,-86.239401667,224.2,199
b827ebefdb50,1539884281.69,41.700138333,-86.239401667,224.2,200
b827ebefdb50,1539884282.0,41.700138333,-86.239401667,224.2,201
b827ebefdb50,1539884282.3,41.700138333,-86.239401667,224.2,202
b827ebefdb50,1539884282.6,41.700138333,-86.239401667,224.2,203
b827ebefdb50,1539884282.9,41.700138333,-86.239401667,224.2,204
b827ebefdb50,1539884283.2,41.700138333,-86.239401667,224.2,205
b827ebefdb50,1539884283.5,41.700138333,-86.239401667,224.2,206
b827ebefdb50,1539884283.8,41.700138333,-86.239401667,224.2,207
b827ebefdb50,1539884284.1,41.700138333,-86.239401667,224.2,208
b827ebefdb50,1539884284.4,41.700138333,-86.239401667,224.2,209
b827ebefdb50,1539884284.7,41.700138333,-86.239401667,224.2,210
b827ebefdb50,1539884285.0,41.700138333,-86.239401667,224.2,211
b827ebefdb50,1539884285.3,41.700138333,-86.239401667,224.2,212
b827ebefdb50,1539884285.6,41.700138333,-86.239401667,224.2,213
b827ebefdb50,1539884285.9,41.700138333,-86.239401667,224.2,214
b827ebefdb50,1539884286.2,41.700138333,-86.239401667,224.2,215
b827ebefdb50,1539884286.5,41.700138333,-86.239401667,224.2,216
b827ebefdb50,1539884286.8,41.700138333,-86.239401667,224.2,217
b827ebefdb50,1539884287.11,41.700138333,-86.239401667,224.2,218
b827ebefdb50,1539884287.41,41.700138333,-86.239401667,224.2,219
b827ebefdb50,1539884287.71,41.700138333,-86.239401667,224.2,220
b827ebefdb50,1539884288.01,41.700138333,-86.239401667,224.2,221
b827ebefdb50,1539884288.31,41.700138333,-86.239401667,224.2,222
b827ebefdb50,1539884288.61,41.700138333,-86.239401667,224.2,223
b827ebefdb50,1539884288.91,41.700138333,-86.239401667,224.2,224
b827ebefdb50,1539884289.21,41.700138333,-86.239401667,224.2,225
b827ebefdb50,1539884289.51,41.700138333,-86.239401667,224.2,226
b827ebefdb50,1539884289.81,41.700138333,-86.239401667,224.2,227
b827ebefdb50,1539884290.11,41.700138333,-86.239401667,224.2,228
b827ebefdb50,1539884290.41,41.700138333,-86.239401667,224.2,229
b827ebefdb50,1539884290.71,41.700138333,-86.239401667,224.2,230
b827ebefdb50,1539884291.01,41.700138333,-86.239401667,224.2,231
b827ebefdb50,1539884291.31,41.700138333,-86.239401667,224.2,232
b827ebefdb50,1539884291.62,41.700138333,-86.239401667,224.2,233
b827ebefdb50,1539884291.91,41.700138333,-86.239401667,224.2,234
b827ebefdb50,1539884292.21,41.700138333,-86.239401667,224.2,235
b827ebefdb50,1539884292.51,41.700138333,-86.239401667,224.2,236
b827ebefdb50,1539884292.82,41.700138333,-86.239403333,224.2,237
b827ebefdb50,1539884293.12,41.700138333,-86.239403333,224.2,238
b827ebefdb50,1539884293.42,41.700138333,-86.239403333,224.2,239
b827ebefdb50,1539884293.72,41.700138333,-86.239403333,224.2,240
b827ebefdb50,1539884294.02,41.700138333,-86.239403333,224.2,241
b827ebefdb50,1539884294.32,41.700138333,-86.239403333,224.2,242
b827ebefdb50,1539884294.62,41.700138333,-86.239403333,224.2,243
b827ebefdb50,1539884294.92,41.700138333,-86.239403333,224.2,244
b827ebefdb50,1539884295.22,41.700138333,-86.239403333,224.2,245
b827ebefdb50,1539884295.53,41.700138333,-86.239403333,224.2,246
b827ebefdb50,1539884295.83,41.700138333,-86.239403333,224.2,247
b827ebefdb50,1539884296.12,41.700138333,-86.239403333,224.2,248
b827ebefdb50,1539884296.42,41.700138333,-86.239403333,224.2,249
b827ebefdb50,1539884296.72,41.700138333,-86.239403333,224.2,250
b827ebefdb50,1539884297.02,41.700138333,-86.239403333,224.2,251
b827ebefdb50,1539884297.33,41.700138333,-86.239403333,224.2,252
b827ebefdb50,1539884297.63,41.700138333,-86.239403333,224.2,253
b827ebefdb50,1539884297.93,41.700138333,-86.239403333,224.2,254
b827ebefdb50,1539884298.23,41.700138333,-86.239403333,224.2,255
b827ebefdb50,1539884298.53,41.700138333,-86.239403333,224.2,256
b827ebefdb50,1539884298.83,41.700138333,-86.239403333,224.2,257
b827ebefdb50,1539884299.13,41.700138333,-86.239403333,224.2,258
b827ebefdb50,1539884299.43,41.700138333,-86.239403333,224.2,259
b827ebefdb50,1539884299.73,41.700138333,-86.239403333,224.2,260
b827ebefdb50,1539884300.03,41.700138333,-86.239403333,224.2,261
b827ebefdb50,1539884300.33,41.700138333,-86.239403333,224.2,262
b827ebefdb50,1539884300.64,41.700138333,-86.239403333,224.2,263
b827ebefdb50,1539884300.94,41.700138333,-86.239403333,224.2,264
b827ebefdb50,1539884301.24,41.700138333,-86.239403333,224.2,265
b827ebefdb50,1539884301.54,41.700138333,-86.239403333,224.2,266
b827ebefdb50,1539884301.84,41.700138333,-86.239403333,224.2,267
b827ebefdb50,1539884302.14,41.700138333,-86.239403333,224.2,268
b827ebefdb50,1539884302.44,41.700138333,-86.239403333,224.2,269
b827ebefdb50,1539884302.74,41.700138333,-86.239403333,224.2,270
b827ebefdb50,1539884303.04,41.700138333,-86.239403333,224.2,271
b827ebefdb50,1539884303.34,41.700138333,-86.239403333,224.2,272
b827ebefdb50,1539884303.64,41.700138333,-86.239403333,224.2,273
b827ebefdb50,1539884303.94,41.700138333,-86.239403333,224.2,274
b827ebefdb50,1539884304.24,41.700138333,-86.239403333,224.2,275
b827ebefdb50,1539884304.54,41.700138333,-86.239403333,224.2,276
b827ebefdb50,1539884304.85,41.700138333,-86.239403333,224.2,277
b827ebefdb50,1539884305.15,41.700138333,-86.239403333,224.2,278
b827ebefdb50,1539884305.45,41.700138333,-86.239403333,224.2,279
b827ebefdb50,1539884305.75,41.700138333,-86.239403333,224.2,280
b827ebefdb50,1539884306.05,41.700138333,-86.239403333,224.2,281
b827ebefdb50,1539884306.35,41.700138333,-86.239403333,224.2,282
b827ebefdb50,1539884306.65,41.700138333,-86.239403333,224.2,283
b827ebefdb50,1539884306.95,41.700138333,-86.239403333,224.2,284
b827ebefdb50,1539884307.25,41.700138333,-86.239403333,224.2,285
b827ebefdb50,1539884307.55,41.700138333,-86.239403333,224.2,286
b827ebefdb50,1539884307.85,41.700138333,-86.239403333,224.2,287
b827ebefdb50,1539884308.15,41.700138333,-86.239403333,224.2,288
b827ebefdb50,1539884308.45,41.700138333,-86.239403333,224.2,289
b827ebefdb50,1539884308.76,41.700138333,-86.239403333,224.2,290
b827ebefdb50,1539884309.06,41.700138333,-86.239403333,224.2,291
b827ebefdb50,1539884309.36,41.700138333,-86.239403333,224.2,292
b827ebefdb50,1539884309.66,41.700138333,-86.239403333,224.2,293
b827ebefdb50,1539884309.96,41.700138333,-86.239403333,224.2,294
b827ebefdb50,1539884310.26,41.700138333,-86.239403333,224.2,295
b827ebefdb50,1539884310.56,41.700138333,-86.239403333,224.2,296
b827ebefdb50,1539884310.86,41.700138333,-86.239403333,224.2,297
b827ebefdb50,1539884311.16,41.700138333,-86.239403333,224.2,298
b827ebefdb50,1539884311.46,41.700138333,-86.239403333,224.2,299
b827ebefdb50,1539884311.76,41.700138333,-86.239403333,224.2,300
b827ebefdb50,1539884312.06,41.700138333,-86.239403333,224.2,301
b827ebefdb50,1539884312.36,41.700138333,-86.239403333,224.2,302
b827ebefdb50,1539884312.66,41.700138333,-86.239403333,224.2,303
b827ebefdb50,1539884312.96,41.700138333,-86.239403333,224.2,304
b827ebefdb50,1539884313.26,41.700138333,-86.239403333,224.2,305
b827ebefdb50,1539884313.57,41.700138333,-86.239403333,224.2,306
b827ebefdb50,1539884313.87,41.700138333,-86.239403333,224.2,307
b827ebefdb50,1539884314.17,41.700138333,-86.239403333,224.2,308
b827ebefdb50,1539884314.47,41.700138333,-86.239403333,224.2,309
b827ebefdb50,1539884314.77,41.700138333,-86.239403333,224.2,310
b827ebefdb50,1539884315.07,41.700138333,-86.239403333,224.2,311
b827ebefdb50,1539884315.37,41.700138333,-86.239403333,224.2,312
b827ebefdb50,1539884315.67,41.700138333,-86.239403333,224.2,313
b827ebefdb50,1539884315.97,41.700138333,-86.239403333,224.2,314
b827ebefdb50,1539884316.27,41.700138333,-86.239403333,224.2,315
b827ebefdb50,1539884316.57,41.700138333,-86.239403333,224.2,316
b827ebefdb50,1539884316.87,41.700138333,-86.239403333,224.2,317
b827ebefdb50,1539884317.17,41.700138333,-86.239403333,224.2,318
b827ebefdb50,1539884317.47,41.700138333,-86.239403333,224.2,319
b827ebefdb50,1539884317.77,41.700138333,-86.239403333,224.2,320
b827ebefdb50,1539884318.08,41.700138333,-86.239403333,224.2,321
b827ebefdb50,1539884318.38,41.700138333,-86.239403333,224.2,322
b827ebefdb50,1539884318.68,41.700138333,-86.239403333,224.2,323
b827ebefdb50,1539884318.98,41.700138333,-86.239403333,224.2,324
b827ebefdb50,1539884319.28,41.700138333,-86.239403333,224.2,325
b827ebefdb50,1539884319.58,41.700138333,-86.239403333,224.2,326
b827ebefdb50,1539884319.88,41.700138333,-86.239403333,224.2,327
b827ebefdb50,1539884320.18,41.700138333,-86.239403333,224.2,328
b827ebefdb50,1539884320.48,41.700138333,-86.239403333,224.2,329
b827ebefdb50,1539884320.78,41.70014,-86.239403333,224.2,330
b827ebefdb50,1539884321.08,41.70014,-86.239403333,224.2,331
b827ebefdb50,1539884321.38,41.70014,-86.239403333,224.2,332
b827ebefdb50,1539884321.68,41.70014,-86.239403333,224.2,333
b827ebefdb50,1539884321.98,41.70014,-86.239403333,224.2,334
b827ebefdb50,1539884322.28,41.70014,-86.239403333,224.2,335
b827ebefdb50,1539884322.58,41.70014,-86.239403333,224.2,336
b827ebefdb50,1539884322.89,41.70014,-86.239403333,224.2,337
b827ebefdb50,1539884323.19,41.70014,-86.239403333,224.2,338
b827ebefdb50,1539884323.49,41.70014,-86.239403333,224.2,339
b827ebefdb50,1539884323.79,41.70014,-86.239403333,224.2,340
b827ebefdb50,1539884324.09,41.70014,-86.239403333,224.2,341
b827ebefdb50,1539884324.39,41.70014,-86.239403333,224.2,342
b827ebefdb50,1539884324.69,41.70014,-86.239403333,224.2,343
b827ebefdb50,1539884324.99,41.70014,-86.239403333,224.2,344
b827ebefdb50,1539884325.29,41.70014,-86.239403333,224.2,345
b827ebefdb50,1539884325.59,41.70014,-86.239403333,224.2,346
b827ebefdb50,1539884325.89,41.70014,-86.239403333,224.2,347
b827ebefdb50,1539884326.19,41.70014,-86.239403333,224.2,348
b827ebefdb50,1539884326.5,41.70014,-86.239403333,224.2,349
b827ebefdb50,1539884326.8,41.70014,-86.239403333,224.2,350
b827ebefdb50,1539884327.1,41.70014,-86.239403333,224.2,351
b827ebefdb50,1539884327.4,41.70014,-86.239403333,224.2,352
b827ebefdb50,1539884327.7,41.70014,-86.239403333,224.2,353
b827ebefdb50,1539884328.0,41.70014,-86.239403333,224.2,354
b827ebefdb50,1539884328.3,41.70014,-86.239403333,224.2,355
b827ebefdb50,1539884328.6,41.70014,-86.239403333,224.2,356
b827ebefdb50,1539884328.9,41.70014,-86.239403333,224.2,357
b827ebefdb50,1539884329.2,41.70014,-86.239403333,224.2,358
b827ebefdb50,1539884329.5,41.70014,-86.239403333,224.2,359
b827ebefdb50,1539884329.81,41.70014,-86.239403333,224.2,360
b827ebefdb50,1539884330.11,41.70014,-86.239403333,224.2,361
b827ebefdb50,1539884330.41,41.70014,-86.239403333,224.2,362
b827ebefdb50,1539884330.71,41.70014,-86.239403333,224.2,363
b827ebefdb50,1539884331.01,41.70014,-86.239403333,224.2,364
b827ebefdb50,1539884331.31,41.70014,-86.239403333,224.2,365
b827ebefdb50,1539884331.61,41.70014,-86.239403333,224.2,366
b827ebefdb50,1539884331.91,41.70014,-86.239403333,224.2,367
b827ebefdb50,1539884332.21,41.70014,-86.239403333,224.2,368
b827ebefdb50,1539884332.51,41.70014,-86.239403333,224.2,369
b827ebefdb50,1539884332.81,41.70014,-86.239403333,224.2,370
b827ebefdb50,1539884333.11,41.70014,-86.239403333,224.2,371
b827ebefdb50,1539884333.41,41.70014,-86.239403333,224.2,372
b827ebefdb50,1539884333.71,41.70014,-86.239403333,224.2,373
b827ebefdb50,1539884334.02,41.70014,-86.239403333,224.2,374
b827ebefdb50,1539884334.32,41.70014,-86.239403333,224.2,375
b827ebefdb50,1539884334.62,41.70014,-86.239403333,224.2,376
b827ebefdb50,1539884334.92,41.70014,-86.239403333,224.2,377
b827ebefdb50,1539884335.22,41.70014,-86.239403333,224.2,378
b827ebefdb50,1539884335.52,41.70014,-86.239403333,224.2,379
b827ebefdb50,1539884335.82,41.70014,-86.239403333,224.2,380
b827ebefdb50,1539884336.12,41.70014,-86.239403333,224.2,381
b827ebefdb50,1539884336.42,41.70014,-86.239403333,224.2,382
b827ebefdb50,1539884336.72,41.70014,-86.239403333,224.2,383
b827ebefdb50,1539884337.02,41.70014,-86.239403333,224.2,384
b827ebefdb50,1539884337.32,41.70014,-86.239403333,224.2,385
b827ebefdb50,1539884337.62,41.70014,-86.239403333,224.2,386
b827ebefdb50,1539884337.92,41.70014,-86.239403333,224.2,387
b827ebefdb50,1539884338.22,41.70014,-86.239403333,224.2,388
b827ebefdb50,1539884338.53,41.70014,-86.239403333,224.2,389
b827ebefdb50,1539884338.83,41.70014,-86.239403333,224.2,390
b827ebefdb50,1539884339.13,41.70014,-86.239403333,224.2,391
b827ebefdb50,1539884339.43,41.70014,-86.239403333,224.2,392
b827ebefdb50,1539884339.73,41.70014,-86.239403333,224.2,393
b827ebefdb50,1539884340.03,41.70014,-86.239403333,224.2,394
b827ebefdb50,1539884340.33,41.70014,-86.239403333,224.2,395
b827ebefdb50,1539884340.63,41.70014,-86.239403333,224.2,396
b827ebefdb50,1539884340.93,41.70014,-86.239403333,224.2,397
b827ebf014ce,1539884340.25,41.70031,-86.240973333,216,443
b827ebf014ce,1539884340.56,41.70031,-86.240973333,216,444
b827ebf014ce,1539884340.86,41.70031,-86.240973333,216,445
b827ebf014ce,1539884341.16,41.70031,-86.240988333,216.2,446
